name,salinity,January_temp,June_temp,area,latitude,longitude,type of sea,corals,silt/sulfide
Celebes Sea,33.76082229614258,29.17069816589355,30.17769813537598,280000,3,122,3,1,0
Celebes Sea,33.94810104370117,29.58209800720215,30.31329727172852,280000,3,122,3,1,0
Celebes Sea,33.95481491088867,29.08399772644043,30.02470016479492,280000,3,122,3,1,0
Celebes Sea,33.93361663818359,29.30399894714355,29.79749870300293,280000,3,122,3,1,0
Celebes Sea,33.78250885009766,29.18769836425781,29.902099609375,280000,3,122,3,1,0
Celebes Sea,33.79492950439453,29.50569915771484,30.27429962158203,280000,3,122,3,1,0
Celebes Sea,33.70483779907227,29.19019889831543,29.7460994720459,280000,3,122,3,1,0
Celebes Sea,33.83533096313477,29.33989906311035,30.27989959716797,280000,3,122,3,1,0
Celebes Sea,33.78511047363281,29.06119728088379,30.15229988098145,280000,3,122,3,1,0
Celebes Sea,33.82603073120117,29.58780097961426,29.67649841308594,280000,3,122,3,1,0
Celebes Sea,34.02326202392578,29.16950035095215,29.86969947814941,280000,3,122,3,1,0
Celebes Sea,33.98484039306641,28.99760055541992,30.20839691162109,280000,3,122,3,1,0
Celebes Sea,33.96030807495117,29.56129837036133,30.35729789733887,280000,3,122,3,1,0
Celebes Sea,33.65131378173828,29.33670043945312,30.14669799804688,280000,3,122,3,1,0
Celebes Sea,33.87598037719727,29.29969596862793,30.08090019226074,280000,3,122,3,1,0
Celebes Sea,33.82226181030273,29.20370101928711,30.16379737854004,280000,3,122,3,1,0
Celebes Sea,33.79071044921875,29.49160003662109,30.14249801635742,280000,3,122,3,1,0
Celebes Sea,33.95290374755859,29.57849884033203,30.1664981842041,280000,3,122,3,1,0
Celebes Sea,33.84771347045898,29.73890113830566,30.32859802246094,280000,3,122,3,1,0
Celebes Sea,33.78788375854492,29.37369918823242,30.28289794921875,280000,3,122,3,1,0
Celebes Sea,33.73921585083008,29.17069816589355,30.17769813537598,280000,3,122,3,1,0
Celebes Sea,33.79476928710938,29.58209800720215,30.31329727172852,280000,3,122,3,1,0
Celebes Sea,33.99646377563477,29.08399772644043,30.02470016479492,280000,3,122,3,1,0
Coral Sea,35.07291793823242,28.66289901733398,26.12389945983887,4791000,-18,158,3,1,0
Coral Sea,34.826416015625,28.14069938659668,26.65719795227051,4791000,-18,158,3,1,0
Coral Sea,34.85550689697266,28.71619987487793,25.79059791564941,4791000,-18,158,3,1,0
Coral Sea,34.84669494628906,28.81949615478516,25.76859664916992,4791000,-18,158,3,1,0
Coral Sea,34.98505020141602,28.1083984375,26.87820053100586,4791000,-18,158,3,1,0
Coral Sea,35.07697296142578,28.3057975769043,25.63269805908203,4791000,-18,158,3,1,0
Coral Sea,34.82094955444336,28.75109672546387,27.15779876708984,4791000,-18,158,3,1,0
Coral Sea,34.75163269042969,28.81389808654785,25.81669807434082,4791000,-18,158,3,1,0
Coral Sea,35.04773712158203,28.23619842529297,25.61269950866699,4791000,-18,158,3,1,0
Coral Sea,34.99635696411133,28.5536003112793,25.91419982910156,4791000,-18,158,3,1,0
Coral Sea,35.08683776855469,28.62599754333496,26.6746997833252,4791000,-18,158,3,1,0
Coral Sea,35.15306854248047,28.74300003051758,27.2322998046875,4791000,-18,158,3,1,0
Coral Sea,34.91885375976562,28.65110015869141,26.02109718322754,4791000,-18,158,3,1,0
Coral Sea,34.88914489746094,28.8086986541748,26.63989639282227,4791000,-18,158,3,1,0
Coral Sea,34.8819580078125,28.75579833984375,27.19219779968262,4791000,-18,158,3,1,0
Coral Sea,35.072998046875,28.42049980163574,26.72789764404297,4791000,-18,158,3,1,0
Coral Sea,34.82201385498047,28.7195987701416,27.18179702758789,4791000,-18,158,3,1,0
Coral Sea,35.01999664306641,28.4932975769043,27.03459930419922,4791000,-18,158,3,1,0
Coral Sea,34.97970962524414,28.34029960632324,25.5128002166748,4791000,-18,158,3,1,0
Coral Sea,35.02459716796875,28.71309852600098,25.97750091552734,4791000,-18,158,3,1,0
Coral Sea,35.10149383544922,28.66289901733398,26.12389945983887,4791000,-18,158,3,1,0
Coral Sea,34.88266372680664,28.14069938659668,26.65719795227051,4791000,-18,158,3,1,0
Coral Sea,34.98022842407227,28.71619987487793,25.79059791564941,4791000,-18,158,3,1,0
Coral Sea,34.90152740478516,28.81949615478516,25.76859664916992,4791000,-18,158,3,1,0
Coral Sea,34.94307708740234,28.1083984375,26.87820053100586,4791000,-18,158,3,1,0
Coral Sea,34.65742492675781,28.3057975769043,25.63269805908203,4791000,-18,158,3,1,0
Coral Sea,35.09932327270508,28.75109672546387,27.15779876708984,4791000,-18,158,3,1,0
Coral Sea,35.08256912231445,28.81389808654785,25.81669807434082,4791000,-18,158,3,1,0
Coral Sea,34.92002105712891,28.23619842529297,25.61269950866699,4791000,-18,158,3,1,0
Coral Sea,34.8261833190918,28.5536003112793,25.91419982910156,4791000,-18,158,3,1,0
Coral Sea,34.72874450683594,28.62599754333496,26.6746997833252,4791000,-18,158,3,1,0
Coral Sea,35.12186813354492,28.74300003051758,27.2322998046875,4791000,-18,158,3,1,0
Coral Sea,34.88052749633789,28.65110015869141,26.02109718322754,4791000,-18,158,3,1,0
Coral Sea,34.96897125244141,28.8086986541748,26.63989639282227,4791000,-18,158,3,1,0
Coral Sea,34.88364791870117,28.75579833984375,27.19219779968262,4791000,-18,158,3,1,0
Coral Sea,34.90329742431641,28.42049980163574,26.72789764404297,4791000,-18,158,3,1,0
Coral Sea,35.14423751831055,28.7195987701416,27.18179702758789,4791000,-18,158,3,1,0
Coral Sea,34.8207893371582,28.4932975769043,27.03459930419922,4791000,-18,158,3,1,0
Coral Sea,34.92717361450195,28.34029960632324,25.5128002166748,4791000,-18,158,3,1,0
Coral Sea,34.97133255004883,28.71309852600098,25.97750091552734,4791000,-18,158,3,1,0
Coral Sea,35.05437469482422,28.66289901733398,26.12389945983887,4791000,-18,158,3,1,0
Coral Sea,35.10348510742188,28.14069938659668,26.65719795227051,4791000,-18,158,3,1,0
Coral Sea,35.07232284545898,28.71619987487793,25.79059791564941,4791000,-18,158,3,1,0
Coral Sea,35.14715576171875,28.81949615478516,25.76859664916992,4791000,-18,158,3,1,0
Coral Sea,35.11378860473633,28.1083984375,26.87820053100586,4791000,-18,158,3,1,0
Coral Sea,35.03023910522461,28.3057975769043,25.63269805908203,4791000,-18,158,3,1,0
Coral Sea,35.13579940795898,28.75109672546387,27.15779876708984,4791000,-18,158,3,1,0
Coral Sea,35.02626037597656,28.81389808654785,25.81669807434082,4791000,-18,158,3,1,0
Coral Sea,34.6949577331543,28.23619842529297,25.61269950866699,4791000,-18,158,3,1,0
Cosmonauts Sea,33.84803009033203,-0.6924005150794983,-1.605698227882385,699000,-65,45,3,1,0
Cosmonauts Sea,34.02870941162109,-0.3557998538017273,-1.628098130226135,699000,-65,45,3,1,0
Cosmonauts Sea,33.91502380371094,0.3257000744342804,-1.668697834014893,699000,-65,45,3,1,0
Cosmonauts Sea,33.9990234375,-0.1330996751785278,-1.091401100158691,699000,-65,45,3,1,0
Cosmonauts Sea,33.95975112915039,-0.2266003489494324,-1.046101093292236,699000,-65,45,3,1,0
Cosmonauts Sea,34.03776168823242,-0.3900991678237915,-1.597898602485657,699000,-65,45,3,1,0
Cosmonauts Sea,34.03652191162109,-0.0603009015321731,-1.079802274703979,699000,-65,45,3,1,0
Cosmonauts Sea,34.06077575683594,-0.0599005110561847,-1.10949981212616,699000,-65,45,3,1,0
Cosmonauts Sea,33.98291778564453,-0.6741006374359131,-1.598900198936462,699000,-65,45,3,1,0
Cosmonauts Sea,33.89471435546875,-0.663401186466217,-1.509197950363159,699000,-65,45,3,1,0
Cosmonauts Sea,33.81784057617188,-0.1174002066254616,-1.08640193939209,699000,-65,45,3,1,0
Cosmonauts Sea,34.02087783813477,-0.0885009765625,-1.125600337982178,699000,-65,45,3,1,0
Cosmonauts Sea,33.84714889526367,0.0544995106756687,-1.186301827430725,699000,-65,45,3,1,0
Cosmonauts Sea,33.88166427612305,-0.6515997052192688,-1.568698763847351,699000,-65,45,3,1,0
Cosmonauts Sea,34.06262969970703,-0.0610015876591205,-1.068902015686035,699000,-65,45,3,1,0
Cosmonauts Sea,33.81987762451172,-0.6569015383720398,-1.520300269126892,699000,-65,45,3,1,0
Cosmonauts Sea,34.02840042114258,-0.5582998394966125,-1.581398010253906,699000,-65,45,3,1,0
Cosmonauts Sea,33.86457443237305,-0.6531015038490295,-1.56249725818634,699000,-65,45,3,1,0
Cosmonauts Sea,34.01535797119141,-0.2476022392511368,-1.042099952697754,699000,-65,45,3,1,0
Cosmonauts Sea,33.88098907470703,0.1607992500066757,-1.319300889968872,699000,-65,45,3,1,0
Cosmonauts Sea,33.99249649047852,-0.6924005150794983,-1.605698227882385,699000,-65,45,3,1,0
Cosmonauts Sea,34.01618194580078,-0.3557998538017273,-1.628098130226135,699000,-65,45,3,1,0
Cosmonauts Sea,33.83973693847656,0.3257000744342804,-1.668697834014893,699000,-65,45,3,1,0
Cosmonauts Sea,34.05856704711914,-0.1330996751785278,-1.091401100158691,699000,-65,45,3,1,0
Cosmonauts Sea,34.08605194091797,-0.2266003489494324,-1.046101093292236,699000,-65,45,3,1,0
Cosmonauts Sea,33.87361526489258,-0.3900991678237915,-1.597898602485657,699000,-65,45,3,1,0
Cosmonauts Sea,33.83310317993164,-0.0603009015321731,-1.079802274703979,699000,-65,45,3,1,0
Cosmonauts Sea,33.99013519287109,-0.0599005110561847,-1.10949981212616,699000,-65,45,3,1,0
Cosmonauts Sea,33.96042633056641,-0.6741006374359131,-1.598900198936462,699000,-65,45,3,1,0
Cosmonauts Sea,34.05884170532227,-0.663401186466217,-1.509197950363159,699000,-65,45,3,1,0
Cosmonauts Sea,33.99449157714844,-0.1174002066254616,-1.08640193939209,699000,-65,45,3,1,0
Cosmonauts Sea,33.85395812988281,-0.0885009765625,-1.125600337982178,699000,-65,45,3,1,0
Cosmonauts Sea,33.84949111938477,0.0544995106756687,-1.186301827430725,699000,-65,45,3,1,0
Cosmonauts Sea,34.02996444702148,-0.6515997052192688,-1.568698763847351,699000,-65,45,3,1,0
Cosmonauts Sea,34.00431060791016,-0.0610015876591205,-1.068902015686035,699000,-65,45,3,1,0
Cosmonauts Sea,33.97909545898438,-0.6569015383720398,-1.520300269126892,699000,-65,45,3,1,0
Cosmonauts Sea,34.06633377075195,-0.5582998394966125,-1.581398010253906,699000,-65,45,3,1,0
Cosmonauts Sea,33.78684997558594,-0.6531015038490295,-1.56249725818634,699000,-65,45,3,1,0
Cosmonauts Sea,33.86454391479492,-0.2476022392511368,-1.042099952697754,699000,-65,45,3,1,0
Cosmonauts Sea,33.99723434448242,0.1607992500066757,-1.319300889968872,699000,-65,45,3,1,0
Cosmonauts Sea,34.07692718505859,-0.6924005150794983,-1.605698227882385,699000,-65,45,3,1,0
Cosmonauts Sea,33.97185134887695,-0.3557998538017273,-1.628098130226135,699000,-65,45,3,1,0
Cosmonauts Sea,33.82182693481445,0.3257000744342804,-1.668697834014893,699000,-65,45,3,1,0
Cosmonauts Sea,33.97365188598633,-0.1330996751785278,-1.091401100158691,699000,-65,45,3,1,0
Cosmonauts Sea,34.01607131958008,-0.2266003489494324,-1.046101093292236,699000,-65,45,3,1,0
Cosmonauts Sea,34.03156661987305,-0.3900991678237915,-1.597898602485657,699000,-65,45,3,1,0
Cosmonauts Sea,34.06472015380859,-0.0603009015321731,-1.079802274703979,699000,-65,45,3,1,0
Cosmonauts Sea,33.97224807739258,-0.0599005110561847,-1.10949981212616,699000,-65,45,3,1,0
Cosmonauts Sea,34.05928802490234,-0.6741006374359131,-1.598900198936462,699000,-65,45,3,1,0
East China Sea,32.41146469116211,16.7151985168457,20.51849937438965,1249000,30,125,3,1,0
East China Sea,33.73417663574219,16.63349914550781,21.17809867858887,1249000,30,125,3,1,0
East China Sea,32.66663360595703,17.16159820556641,20.23109817504883,1249000,30,125,3,1,0
East China Sea,33.71501922607422,15.89409828186035,21.36830139160156,1249000,30,125,3,1,0
East China Sea,32.06120681762695,16.12289810180664,21.37150001525879,1249000,30,125,3,1,0
East China Sea,31.0876579284668,15.09429931640625,21.8224983215332,1249000,30,125,3,1,0
East China Sea,32.15094757080078,15.23049926757812,21.91039848327637,1249000,30,125,3,1,0
East China Sea,32.45457458496094,15.88440036773682,21.37399864196777,1249000,30,125,3,1,0
East China Sea,33.26543807983398,16.57089805603027,21.46489906311035,1249000,30,125,3,1,0
East China Sea,33.72924041748047,15.73029804229736,21.43649864196777,1249000,30,125,3,1,0
East China Sea,33.04182434082031,16.10739898681641,21.37819862365723,1249000,30,125,3,1,0
East China Sea,33.75983810424805,16.77909851074219,21.32009887695312,1249000,30,125,3,1,0
East China Sea,33.88412475585938,15.74139785766602,21.80659866333008,1249000,30,125,3,1,0
East China Sea,33.49402618408203,16.77469825744629,21.20809745788574,1249000,30,125,3,1,0
East China Sea,32.78071594238281,16.8097972869873,21.46159744262695,1249000,30,125,3,1,0
East China Sea,32.32785415649414,15.42799758911133,21.78489875793457,1249000,30,125,3,1,0
East China Sea,31.64675140380859,17.35799980163574,19.66049957275391,1249000,30,125,3,1,0
East China Sea,33.90498733520508,16.58059883117676,20.76799964904785,1249000,30,125,3,1,0
East China Sea,33.61688232421875,15.32649993896484,21.84759902954102,1249000,30,125,3,1,0
East China Sea,33.4176139831543,16.63069725036621,20.93729972839355,1249000,30,125,3,1,0
East China Sea,31.38969039916992,16.7151985168457,20.51849937438965,1249000,30,125,3,1,0
East China Sea,33.04348373413086,16.63349914550781,21.17809867858887,1249000,30,125,3,1,0
East China Sea,32.50997543334961,17.16159820556641,20.23109817504883,1249000,30,125,3,1,0
East China Sea,31.9456615447998,15.89409828186035,21.36830139160156,1249000,30,125,3,1,0
East China Sea,33.78910064697266,16.12289810180664,21.37150001525879,1249000,30,125,3,1,0
East China Sea,32.53909301757812,15.09429931640625,21.8224983215332,1249000,30,125,3,1,0
East China Sea,32.97353744506836,15.23049926757812,21.91039848327637,1249000,30,125,3,1,0
East China Sea,33.36868667602539,15.88440036773682,21.37399864196777,1249000,30,125,3,1,0
East China Sea,33.21910095214844,16.57089805603027,21.46489906311035,1249000,30,125,3,1,0
East China Sea,33.24930953979492,15.73029804229736,21.43649864196777,1249000,30,125,3,1,0
East China Sea,33.44076156616211,16.10739898681641,21.37819862365723,1249000,30,125,3,1,0
East China Sea,33.48047637939453,16.77909851074219,21.32009887695312,1249000,30,125,3,1,0
East China Sea,31.20329666137695,15.74139785766602,21.80659866333008,1249000,30,125,3,1,0
East China Sea,33.69786834716797,16.77469825744629,21.20809745788574,1249000,30,125,3,1,0
East China Sea,33.64852142333984,16.8097972869873,21.46159744262695,1249000,30,125,3,1,0
East China Sea,32.23396301269531,15.42799758911133,21.78489875793457,1249000,30,125,3,1,0
East China Sea,32.53070068359375,17.35799980163574,19.66049957275391,1249000,30,125,3,1,0
East China Sea,33.23027038574219,16.58059883117676,20.76799964904785,1249000,30,125,3,1,0
East China Sea,33.20670700073242,15.32649993896484,21.84759902954102,1249000,30,125,3,1,0
East China Sea,32.48635101318359,16.63069725036621,20.93729972839355,1249000,30,125,3,1,0
East China Sea,33.65824890136719,16.7151985168457,20.51849937438965,1249000,30,125,3,1,0
East China Sea,32.09887313842773,16.63349914550781,21.17809867858887,1249000,30,125,3,1,0
East China Sea,32.05779266357422,17.16159820556641,20.23109817504883,1249000,30,125,3,1,0
East China Sea,33.4547004699707,15.89409828186035,21.36830139160156,1249000,30,125,3,1,0
East China Sea,31.18370628356934,16.12289810180664,21.37150001525879,1249000,30,125,3,1,0
East China Sea,32.29381561279297,15.09429931640625,21.8224983215332,1249000,30,125,3,1,0
East China Sea,32.08964157104492,15.23049926757812,21.91039848327637,1249000,30,125,3,1,0
East China Sea,33.05494689941406,15.88440036773682,21.37399864196777,1249000,30,125,3,1,0
East China Sea,33.18191909790039,16.57089805603027,21.46489906311035,1249000,30,125,3,1,0
East Siberian Sea,26.36442184448242,-1.899993896484375,7.0,987000,72,163,3,0,0
East Siberian Sea,25.93126106262207,-1.899993896484375,8.0,987000,72,163,3,0,0
East Siberian Sea,19.37465286254883,-1.899993896484375,2.0,987000,72,163,3,0,0
East Siberian Sea,22.75552177429199,-1.899993896484375,3.0,987000,72,163,3,0,0
East Siberian Sea,23.80386543273926,-1.899993896484375,4.0,987000,72,163,3,0,0
East Siberian Sea,26.22711944580078,-1.899993896484375,5.0,987000,72,163,3,0,0
East Siberian Sea,25.88076019287109,-1.899993896484375,6.0,987000,72,163,3,0,0
East Siberian Sea,26.51921653747559,-1.899993896484375,7.0,987000,72,163,3,0,0
East Siberian Sea,26.62787628173828,-1.899993896484375,8.0,987000,72,163,3,0,0
East Siberian Sea,19.77670860290527,-1.899993896484375,2.0,987000,72,163,3,0,0
East Siberian Sea,22.8250560760498,-1.899993896484375,3.0,987000,72,163,3,0,0
East Siberian Sea,25.87908744812012,-1.899993896484375,4.0,987000,72,163,3,0,0
East Siberian Sea,25.61258506774902,-1.899993896484375,5.0,987000,72,163,3,0,0
East Siberian Sea,26.23356819152832,-1.899993896484375,6.0,987000,72,163,3,0,0
East Siberian Sea,23.75162887573242,-1.899993896484375,7.0,987000,72,163,3,0,0
East Siberian Sea,23.45010185241699,-1.899993896484375,8.0,987000,72,163,3,0,0
East Siberian Sea,21.12037086486816,-1.899993896484375,2.0,987000,72,163,3,0,0
East Siberian Sea,24.56535148620605,-1.899993896484375,3.0,987000,72,163,3,0,0
East Siberian Sea,20.14708137512207,-1.899993896484375,4.0,987000,72,163,3,0,0
East Siberian Sea,19.51622009277344,-1.899993896484375,5.0,987000,72,163,3,0,0
East Siberian Sea,25.2178955078125,-1.899993896484375,6.0,987000,72,163,3,0,0
East Siberian Sea,25.54678726196289,-1.899993896484375,-1.899993896484375,987000,72,163,3,0,0
East Siberian Sea,21.57858467102051,-1.899993896484375,7.0,987000,72,163,3,0,0
East Siberian Sea,23.22885131835938,-1.899993896484375,8.0,987000,72,163,3,0,0
East Siberian Sea,21.58866691589355,-1.899993896484375,2.0,987000,72,163,3,0,0
East Siberian Sea,19.4046516418457,-1.899993896484375,3.0,987000,72,163,3,0,0
East Siberian Sea,25.87932968139648,-1.899993896484375,4.0,987000,72,163,3,0,0
East Siberian Sea,25.99636459350586,-1.899993896484375,5.0,987000,72,163,3,0,0
East Siberian Sea,23.23811721801758,-1.899993896484375,6.0,987000,72,163,3,0,0
East Siberian Sea,23.33881378173828,-1.899993896484375,7.0,987000,72,163,3,0,0
East Siberian Sea,25.54076957702637,-1.899993896484375,8.0,987000,72,163,3,0,0
East Siberian Sea,26.60450744628906,-1.899993896484375,2.0,987000,72,163,3,0,0
East Siberian Sea,26.34991073608398,-1.899993896484375,3.0,987000,72,163,3,0,0
East Siberian Sea,25.57368659973145,-1.899993896484375,4.0,987000,72,163,3,0,0
East Siberian Sea,23.70582389831543,-1.899993896484375,5.0,987000,72,163,3,0,0
East Siberian Sea,21.70664978027344,-1.899993896484375,6.0,987000,72,163,3,0,0
East Siberian Sea,24.55648803710938,-1.899993896484375,7.0,987000,72,163,3,0,0
East Siberian Sea,26.53807830810547,-1.899993896484375,8.0,987000,72,163,3,0,0
East Siberian Sea,25.89278411865234,-1.899993896484375,2.0,987000,72,163,3,0,0
East Siberian Sea,20.30925559997559,-1.899993896484375,3.0,987000,72,163,3,0,0
East Siberian Sea,25.09176826477051,-1.899993896484375,4.0,987000,72,163,3,0,0
East Siberian Sea,20.35095977783203,-1.899993896484375,5.0,987000,72,163,3,0,0
East Siberian Sea,19.21469306945801,-1.899993896484375,6.0,987000,72,163,3,0,0
East Siberian Sea,25.88202667236328,-1.899993896484375,7.0,987000,72,163,3,0,0
East Siberian Sea,25.09420776367188,-1.899993896484375,8.0,987000,72,163,3,0,0
East Siberian Sea,25.1721134185791,-1.899993896484375,2.0,987000,72,163,3,0,0
East Siberian Sea,25.61308670043945,-1.899993896484375,3.0,987000,72,163,3,0,0
East Siberian Sea,24.55716705322266,-1.899993896484375,4.0,987000,72,163,3,0,0
East Siberian Sea,24.56383895874023,-1.899993896484375,5.0,987000,72,163,3,0,0
Flores Sea,33.71901702880859,28.07640266418457,29.16168594360352,240000,-8,121,3,1,0
Flores Sea,33.16284942626953,28.99640083312988,29.89741516113281,240000,-8,121,3,1,0
Flores Sea,33.3592643737793,28.90359306335449,29.92707633972168,240000,-8,121,3,1,0
Flores Sea,33.9410514831543,28.04067230224609,29.12056159973145,240000,-8,121,3,1,0
Flores Sea,34.1466064453125,29.05820083618164,29.88235664367676,240000,-8,121,3,1,0
Flores Sea,33.16675567626953,29.04235649108887,29.83774948120117,240000,-8,121,3,1,0
Flores Sea,33.71081924438477,27.98258399963379,29.1862907409668,240000,-8,121,3,1,0
Flores Sea,34.17655944824219,29.00235939025879,29.8871898651123,240000,-8,121,3,1,0
Flores Sea,33.93300247192383,28.79415512084961,29.17101097106934,240000,-8,121,3,1,0
Flores Sea,34.06864166259766,28.13292121887207,29.14842414855957,240000,-8,121,3,1,0
Flores Sea,33.16876220703125,29.17910194396973,29.90426826477051,240000,-8,121,3,1,0
Flores Sea,33.32818222045898,28.97269630432129,29.1807861328125,240000,-8,121,3,1,0
Flores Sea,34.13420486450195,28.55381774902344,29.13247108459473,240000,-8,121,3,1,0
Flores Sea,33.94145202636719,28.90775299072266,29.95573043823242,240000,-8,121,3,1,0
Flores Sea,33.63986587524414,29.12370681762695,29.21426963806152,240000,-8,121,3,1,0
Flores Sea,33.15560913085938,28.05707740783691,29.34011077880859,240000,-8,121,3,1,0
Flores Sea,34.17969512939453,28.78898811340332,29.91415596008301,240000,-8,121,3,1,0
Flores Sea,33.31671905517578,29.00887489318848,29.77460479736328,240000,-8,121,3,1,0
Flores Sea,34.20123291015625,28.12202072143555,29.14415740966797,240000,-8,121,3,1,0
Flores Sea,33.36112594604492,28.7596607208252,29.96404647827148,240000,-8,121,3,1,0
Flores Sea,33.14255523681641,28.07640266418457,29.16168594360352,240000,-8,121,3,1,0
Flores Sea,34.23261260986328,28.99640083312988,29.89741516113281,240000,-8,121,3,1,0
Flores Sea,33.90520477294922,28.90359306335449,29.92707633972168,240000,-8,121,3,1,0
Flores Sea,33.67979049682617,28.04067230224609,29.12056159973145,240000,-8,121,3,1,0
Flores Sea,34.1844596862793,29.05820083618164,29.88235664367676,240000,-8,121,3,1,0
Flores Sea,34.07157897949219,29.04235649108887,29.83774948120117,240000,-8,121,3,1,0
Flores Sea,33.32695388793945,27.98258399963379,29.1862907409668,240000,-8,121,3,1,0
Flores Sea,34.14300537109375,29.00235939025879,29.8871898651123,240000,-8,121,3,1,0
Flores Sea,34.09966659545898,28.79415512084961,29.17101097106934,240000,-8,121,3,1,0
Flores Sea,33.44668960571289,28.13292121887207,29.14842414855957,240000,-8,121,3,1,0
Flores Sea,33.64421081542969,29.17910194396973,29.90426826477051,240000,-8,121,3,1,0
Flores Sea,33.61630249023438,28.97269630432129,29.1807861328125,240000,-8,121,3,1,0
Flores Sea,33.61630630493164,28.55381774902344,29.13247108459473,240000,-8,121,3,1,0
Flores Sea,33.92800140380859,28.90775299072266,29.95573043823242,240000,-8,121,3,1,0
Flores Sea,34.17915344238281,29.12370681762695,29.21426963806152,240000,-8,121,3,1,0
Flores Sea,33.37360000610352,28.05707740783691,29.34011077880859,240000,-8,121,3,1,0
Flores Sea,33.12789154052734,28.78898811340332,29.91415596008301,240000,-8,121,3,1,0
Flores Sea,34.19255447387695,29.00887489318848,29.77460479736328,240000,-8,121,3,1,0
Flores Sea,33.39375686645508,28.12202072143555,29.14415740966797,240000,-8,121,3,1,0
Flores Sea,34.06836700439453,28.7596607208252,29.96404647827148,240000,-8,121,3,1,0
Flores Sea,34.05799865722656,28.07640266418457,29.16168594360352,240000,-8,121,3,1,0
Flores Sea,33.94244003295898,28.99640083312988,29.89741516113281,240000,-8,121,3,1,0
Flores Sea,33.21218490600586,28.90359306335449,29.92707633972168,240000,-8,121,3,1,0
Flores Sea,33.97118377685547,28.04067230224609,29.12056159973145,240000,-8,121,3,1,0
Flores Sea,34.08222198486328,29.05820083618164,29.88235664367676,240000,-8,121,3,1,0
Flores Sea,34.18671035766602,29.04235649108887,29.83774948120117,240000,-8,121,3,1,0
Flores Sea,33.74701690673828,27.98258399963379,29.1862907409668,240000,-8,121,3,1,0
Flores Sea,33.86417007446289,29.00235939025879,29.8871898651123,240000,-8,121,3,1,0
Flores Sea,33.23153305053711,28.79415512084961,29.17101097106934,240000,-8,121,3,1,0
Gulf of Aden,36.12250900268555,28.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.28456497192383,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.18753814697266,27.1,32.3,410000,12,48,3,1,0
Gulf of Aden,36.41825103759766,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.12148284912109,27.1,29.5,410000,12,48,3,1,0
Gulf of Aden,36.08243560791016,25.0,32.3,410000,12,48,3,1,0
Gulf of Aden,36.16752243041992,27.1,29.5,410000,12,48,3,1,0
Gulf of Aden,36.28961181640625,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.06816101074219,27.1,32.3,410000,12,48,3,1,0
Gulf of Aden,36.38120651245117,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.16270065307617,27.1,29.5,410000,12,48,3,1,0
Gulf of Aden,36.50990295410156,25.0,32.3,410000,12,48,3,1,0
Gulf of Aden,36.34906387329102,27.1,29.5,410000,12,48,3,1,0
Gulf of Aden,36.16842269897461,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.11461639404297,27.1,32.3,410000,12,48,3,1,0
Gulf of Aden,36.30332946777344,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.13546752929688,27.1,29.5,410000,12,48,3,1,0
Gulf of Aden,36.08868789672852,25.0,32.3,410000,12,48,3,1,0
Gulf of Aden,36.50334548950195,27.1,29.5,410000,12,48,3,1,0
Gulf of Aden,36.07433319091797,26.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.3779296875,26.0,32.3,410000,12,48,3,1,0
Gulf of Aden,36.1923942565918,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.44022750854492,27.1,29.5,410000,12,48,3,1,0
Gulf of Aden,36.40891647338867,25.0,32.3,410000,12,48,3,1,0
Gulf of Aden,36.37459945678711,27.1,29.5,410000,12,48,3,1,0
Gulf of Aden,36.14339447021484,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.32620620727539,27.1,32.3,410000,12,48,3,1,0
Gulf of Aden,36.4745979309082,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.31843948364258,27.1,29.5,410000,12,48,3,1,0
Gulf of Aden,36.45053482055664,26.0,32.3,410000,12,48,3,1,0
Gulf of Aden,36.33268356323242,26.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.35677719116211,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.47628784179688,27.1,32.3,410000,12,48,3,1,0
Gulf of Aden,36.20972061157227,25.0,31.0,410000,12,48,3,1,0
Gulf of Aden,36.43349456787109,27.1,30.0,410000,12,48,3,1,0
Gulf of Aden,36.34912872314453,25.0,31.0,410000,12,48,3,1,0
Gulf of Aden,36.10962677001953,27.1,30.0,410000,12,48,3,1,0
Gulf of Aden,36.12807464599609,25.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.30926132202148,27.1,32.3,410000,12,48,3,1,0
Gulf of Aden,36.43309020996094,26.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.34893035888672,26.0,29.5,410000,12,48,3,1,0
Gulf of Aden,36.16742706298828,25.0,32.3,410000,12,48,3,1,0
Gulf of Aden,36.12086868286133,27.1,29.5,410000,12,48,3,1,0
